time,distance,gt,segment_id,w_surface_window_final,cycle,h_mean,rgt,dh_fit_dy,pflags,h_sigma,rms_misfit,spot,dh_fit_dx,delta_time,n_fit_photons,geometry,lon,lat,x,y,snow_depth
2020-10-19 12:25:41.113091104,4911395.74107033,30,244913,11.418090804474549,9,599.0433165881184,387,0.0,0,0.38111549398853845,1.3472953768791325,3,0.44712550528506156,88345541.1130911,18,POINT (-122.03087353691039 44.1234471629876),-122.03087353691039,44.1234471629876,577537.6894390851,4886040.556175417,
2020-10-19 12:25:41.396235776,4913520.1032305155,50,245019,8.005863476484311,9,1114.351262952749,387,0.0,0,0.24067931371084555,0.6867388012779474,5,-0.2197807257928961,88345541.39623578,10,POINT (-121.99346733541825 44.14523913538784),-121.99346733541825,44.14523913538784,580500.8754034287,4888496.938387488,-2.157037828500961
2020-10-19 12:25:41.399066416,4913540.144372849,50,245020,6.133483713758652,9,1109.817255977606,387,0.0,0,0.14930859622548148,0.5345874717727371,5,-0.2393300803683136,88345541.39906642,15,POINT (-121.99349157860999 44.145418651102645),-121.99349157860999,44.145418651102645,580498.6924862706,4888516.853683137,-1.5419969520814902
2020-10-19 12:25:41.401892768,4913560.185514993,50,245021,8.358604270543504,9,1104.0065571074947,387,0.0,0,0.4361573316492883,0.7987296194077756,5,-0.32690982498812104,88345541.40189277,10,POINT (-121.99351564464155 44.145598179245454),-121.99351564464155,44.145598179245454,580496.5237321333,4888536.770533725,-2.2484477753178
2020-10-19 12:25:41.449708416,4913900.884902498,50,245038,3.0,9,1051.2394266567755,387,0.0,0,0.14011137215065722,0.314932686945934,5,-0.026743287662998938,88345541.44970842,10,POINT (-121.99391676325419 44.148650705821325),-121.99391676325419,44.148650705821325,580460.2959373812,4888875.4258849,-0.7230977572869506
2020-10-19 12:25:41.452539168,4913920.926041236,50,245039,3.0,9,1050.785421156514,387,0.0,0,0.10539000021667658,0.3189951339270155,5,-0.023902706177672428,88345541.45253918,11,POINT (-121.9939405216 44.148830255187235),-121.9939405216,44.148830255187235,580458.1519550638,4888895.345414508,-0.5178014997359242
2020-10-19 12:25:42.371614096,4920454.327182641,50,245365,3.0,9,992.7706165435368,387,0.0,0,0.07161871148297504,0.21586424350615013,5,-0.03170319876424088,88345542.3716141,10,POINT (-122.00167933626552 44.20736359295236),-122.00167933626552,44.20736359295236,579760.2974037207,4895389.20674617,-0.6917247650569607
2020-10-19 12:25:42.374441296,4920474.368259487,50,245366,3.0,9,991.9732129432322,387,0.0,0,0.05285578329764078,0.15824182440218285,5,-0.05138644604643261,88345542.3744413,10,POINT (-122.00170237926204 44.20754319041659),-122.00170237926204,44.20754319041659,579758.2140188842,4895409.132688592,-0.6367113731740801
2020-10-19 12:25:42.377268480,4920494.409336141,50,245367,3.0,9,991.204200228798,387,0.0,0,0.0495051107990123,0.19968718754264084,5,-0.02504079193160269,88345542.37726848,17,POINT (-122.00172550521461 44.20772278218968),-122.00172550521461,44.20772278218968,579756.1240244212,4895429.057919482,-0.7811513337020415
2020-10-19 12:25:42.380094512,4920514.450412608,50,245368,3.0,9,990.852611165975,387,0.0,0,0.05242924309956465,0.22853036753686032,5,-0.011862043567860248,88345542.38009451,19,POINT (-122.00174886483548 44.20790235804032),-122.00174886483548,44.20790235804032,579754.0153932004,4895448.981156134,-0.5215953769937869
2020-10-19 12:25:42.388566464,4920574.57364087,50,245371,3.0,9,990.6596243122307,387,0.0,0,0.08608383247698868,0.2509980037010309,5,-0.014967296391045437,88345542.38856646,14,POINT (-122.00182013952964 44.20844100286686),-122.00182013952964,44.20844100286686,579747.5941356325,4895508.740523707,-0.32859590261307403
2020-10-19 12:25:42.391388640,4920594.614716579,50,245372,3.0,9,990.358895635474,387,0.0,0,0.05435503210181836,0.22586350988235587,5,-0.0165078085204744,88345542.39138864,18,POINT (-122.00184423294786 44.208620528503154),-122.00184423294786,44.208620528503154,579745.4269894068,4895528.6574752815,-0.4691683293697224
2020-10-19 12:25:42.399851248,4920654.737942569,50,245375,3.0,9,989.9303545709038,387,0.0,0,0.0385867209312129,0.11550025900523098,5,0.008109143873255675,88345542.39985125,14,POINT (-122.00191721056422 44.20915905578963),-122.00191721056422,44.20915905578963,579738.8699693251,4895588.402148529,-0.8565106634712265
2020-10-19 12:25:42.402671632,4920674.77901752,50,245376,3.0,9,989.9718010052802,387,0.0,0,0.038125344742147516,0.14627481926059555,5,-0.0006445088918152209,88345542.40267164,19,POINT (-122.00194167513716 44.20933855585519),-122.00194167513716,44.20933855585519,579736.6732491001,4895608.315904384,-0.5581062212822872
2020-10-19 12:25:45.503521376,4942719.8467016695,50,246476,3.0,9,935.5556301084783,387,0.0,0,0.02551673901864906,0.0806294597182503,5,0.00037665191194413694,88345545.50352138,10,POINT (-122.02812799082129 44.406836671662205),-122.02812799082129,44.406836671662205,577384.6508129779,4917520.185926883,-2.53696022355291
2020-10-19 12:25:45.506329968,4942739.887567873,50,246477,3.0,9,935.6201607562725,387,0.0,0,0.030172292755621975,0.1036024938695945,5,0.0017595968416745933,88345545.50632997,12,POINT (-122.02815155357052 44.407016230727066),-122.02815155357052,44.407016230727066,577382.5378918254,4917540.108376429,-0.41322547419622424
2020-10-19 12:25:45.509139232,4942759.928433887,50,246478,3.0,9,935.6689281758073,387,0.0,0,0.03241001175656223,0.13787145951339294,5,7.38007515268535e-05,88345545.50913922,24,POINT (-122.02817522976524 44.40719578204),-122.02817522976524,44.40719578204,577380.4159586304,4917560.029858845,-2.7956103984114407
2020-10-19 12:25:45.511949888,4942779.96929971,50,246479,3.0,9,935.6686070028546,387,0.0,0,0.025764916663108713,0.12623941876448466,5,0.00018510665222226663,88345545.51194988,28,POINT (-122.02819904566523 44.40737532368369),-122.02819904566523,44.40737532368369,577378.2829250947,4917579.9501363505,-0.9123256143328717
2020-10-19 12:25:46.538751344,4949854.383071067,10,246832,3.0,9,1057.133354774395,387,0.0,0,0.10590646559983566,0.34818327255100606,1,-0.004117138587250935,88345546.53875135,11,POINT (-122.11693581230746 44.46521850658563),-122.11693581230746,44.46521850658563,570243.3952515395,4923924.937123003,0.4298635634575021
2020-10-19 12:25:46.541572000,4949874.423869661,10,246833,3.0,9,1057.6802389908405,387,0.0,0,0.09415186123748061,0.23988871272629397,1,0.04686825387046767,88345546.541572,10,POINT (-122.11696066082146 44.46539799216295),-122.11696066082146,44.46539799216295,570241.2034231855,4923944.852528793,-0.13274929040949246
2020-10-19 12:25:46.555659120,4949974.627859781,10,246838,3.0,9,1032.913508940815,387,0.0,0,0.12884419109969034,0.39691869223859527,1,-0.04716176047343623,88345546.55565912,10,POINT (-122.11708644102428 44.466295317848015),-122.11708644102428,44.466295317848015,570230.122266261,4924044.416903267,0.4127765189400634
